CMDLINE python reg_stats_new.py -c /home/neil/share/test_dataset_for_lama_dev/mut/output/stats_test/stats.yaml
MEM 0.800781 1445955598.5562
MEM 86.996094 1445955598.6566
MEM 155.949219 1445955598.7569
MEM 163.371094 1445955598.8572
MEM 177.101562 1445955598.9575
MEM 185.000000 1445955599.0578
MEM 185.679688 1445955599.1582
MEM 191.351562 1445955599.2585
MEM 197.796875 1445955599.3589
MEM 200.875000 1445955599.4593
MEM 228.398438 1445955599.5597
MEM 249.027344 1445955599.6602
MEM 281.957031 1445955599.7606
MEM 281.957031 1445955599.8611
MEM 281.957031 1445955599.9616
MEM 281.957031 1445955600.0620
MEM 281.957031 1445955600.1625
MEM 228.578125 1445955600.2629
MEM 282.019531 1445955600.3633
MEM 282.019531 1445955600.4637
MEM 282.019531 1445955600.5642
MEM 282.019531 1445955600.6646
MEM 282.019531 1445955600.7651
MEM 282.019531 1445955600.8656
MEM 282.222656 1445955600.9664
MEM 238.285156 1445955601.0667
MEM 241.578125 1445955601.1671
MEM 245.578125 1445955601.2674
MEM 249.578125 1445955601.3676
MEM 259.152344 1445955601.4679
MEM 312.593750 1445955601.5683
MEM 312.593750 1445955601.6687
MEM 312.593750 1445955601.7692
MEM 312.593750 1445955601.8697
MEM 312.593750 1445955601.9701
MEM 259.343750 1445955602.0705
MEM 263.542969 1445955602.1708
MEM 263.542969 1445955602.2711
MEM 263.542969 1445955602.3714
MEM 272.363281 1445955602.4718
MEM 312.644531 1445955602.5721
MEM 312.644531 1445955602.6726
MEM 312.644531 1445955602.7730
MEM 312.644531 1445955602.8735
MEM 312.644531 1445955602.9739
MEM 267.457031 1445955603.0744
MEM 312.644531 1445955603.1748
MEM 312.644531 1445955603.2753
MEM 312.644531 1445955603.3758
MEM 312.644531 1445955603.4763
MEM 260.507812 1445955603.5767
MEM 265.117188 1445955603.6771
MEM 268.414062 1445955603.7774
MEM 274.414062 1445955603.8777
MEM 276.421875 1445955603.9780
MEM 339.386719 1445955604.0784
MEM 339.386719 1445955604.1788
MEM 339.386719 1445955604.2791
MEM 339.386719 1445955604.3795
MEM 339.386719 1445955604.4799
MEM 287.359375 1445955604.5802
MEM 290.335938 1445955604.6805
MEM 290.335938 1445955604.7808
