CMDLINE python ./reg_stats_new.py -c /home/neil/share/reg_projects_new/Cbx2_n1/out/stats-test_new_pipeline/stats.yaml
MEM 0.742188 1445858246.5500
MEM 18.007812 1445858246.6504
MEM 139.632812 1445858246.7506
MEM 156.964844 1445858246.8510
MEM 176.300781 1445858246.9512
MEM 183.113281 1445858247.0515
MEM 184.050781 1445858247.1518
MEM 189.343750 1445858247.2522
MEM 195.945312 1445858247.3525
MEM 196.941406 1445858247.4529
MEM 219.535156 1445858247.5533
MEM 232.960938 1445858247.6537
MEM 241.425781 1445858247.7541
MEM 327.183594 1445858247.8546
MEM 327.183594 1445858247.9551
MEM 327.183594 1445858248.0556
MEM 327.183594 1445858248.1560
MEM 327.183594 1445858248.2565
MEM 327.183594 1445858248.3570
MEM 327.183594 1445858248.4575
MEM 327.183594 1445858248.5580
MEM 327.183594 1445858248.6584
MEM 327.183594 1445858248.7589
MEM 327.183594 1445858248.8594
MEM 265.859375 1445858248.9599
MEM 327.242188 1445858249.0603
MEM 327.242188 1445858249.1608
MEM 327.242188 1445858249.2611
MEM 327.242188 1445858249.3615
MEM 327.242188 1445858249.4619
MEM 327.242188 1445858249.5624
MEM 327.242188 1445858249.6629
MEM 327.242188 1445858249.7634
MEM 327.242188 1445858249.8638
MEM 327.242188 1445858249.9643
MEM 327.242188 1445858250.0647
MEM 327.242188 1445858250.1652
MEM 331.062500 1445858250.2656
MEM 339.804688 1445858250.3659
MEM 344.437500 1445858250.4662
MEM 348.437500 1445858250.5666
MEM 354.437500 1445858250.6669
MEM 356.437500 1445858250.7672
MEM 373.789062 1445858250.8675
MEM 459.589844 1445858250.9680
MEM 459.589844 1445858251.0683
MEM 459.589844 1445858251.1687
MEM 459.589844 1445858251.2690
MEM 459.589844 1445858251.3694
MEM 459.589844 1445858251.4697
MEM 459.589844 1445858251.5701
MEM 459.589844 1445858251.6706
MEM 459.589844 1445858251.7710
MEM 459.589844 1445858251.8714
MEM 459.589844 1445858251.9718
MEM 459.589844 1445858252.0723
MEM 459.589844 1445858252.1727
MEM 459.589844 1445858252.2731
MEM 459.589844 1445858252.3735
MEM 378.722656 1445858252.4739
MEM 381.195312 1445858252.5742
MEM 381.195312 1445858252.6745
MEM 381.195312 1445858252.7748
MEM 381.195312 1445858252.8751
MEM 391.195312 1445858252.9755
MEM 395.300781 1445858253.0759
MEM 480.937500 1445858253.1763
MEM 480.937500 1445858253.2768
MEM 480.937500 1445858253.3772
MEM 480.937500 1445858253.4778
MEM 480.937500 1445858253.5783
MEM 480.937500 1445858253.6788
MEM 480.937500 1445858253.7794
MEM 480.937500 1445858253.8798
MEM 480.937500 1445858253.9803
MEM 480.937500 1445858254.0807
MEM 480.937500 1445858254.1812
MEM 480.937500 1445858254.2817
MEM 480.937500 1445858254.3821
MEM 480.937500 1445858254.4827
MEM 397.644531 1445858254.5831
MEM 400.656250 1445858254.6834
MEM 402.570312 1445858254.7838
MEM 402.570312 1445858254.8841
MEM 402.570312 1445858254.9844
MEM 402.570312 1445858255.0847
MEM 416.605469 1445858255.1850
MEM 502.437500 1445858255.2854
MEM 502.437500 1445858255.3858
MEM 502.437500 1445858255.4862
MEM 502.437500 1445858255.5867
MEM 502.437500 1445858255.6871
MEM 502.437500 1445858255.7876
MEM 502.437500 1445858255.8880
MEM 502.437500 1445858255.9885
MEM 502.437500 1445858256.0889
MEM 502.437500 1445858256.1894
MEM 502.437500 1445858256.2899
MEM 502.437500 1445858256.3904
MEM 418.972656 1445858256.4908
MEM 422.332031 1445858256.5911
MEM 423.996094 1445858256.6914
MEM 423.996094 1445858256.7918
MEM 423.996094 1445858256.8921
MEM 423.996094 1445858256.9924
MEM 438.031250 1445858257.0928
MEM 523.785156 1445858257.1934
MEM 523.785156 1445858257.2938
MEM 523.785156 1445858257.3942
MEM 523.785156 1445858257.4947
MEM 523.785156 1445858257.5952
MEM 523.785156 1445858257.6957
MEM 523.785156 1445858257.7962
MEM 523.785156 1445858257.8967
MEM 523.785156 1445858257.9972
MEM 523.785156 1445858258.0977
MEM 523.785156 1445858258.1981
MEM 523.785156 1445858258.2985
MEM 438.148438 1445858258.3993
MEM 442.996094 1445858258.4997
MEM 445.417969 1445858258.6000
MEM 445.417969 1445858258.7003
MEM 445.417969 1445858258.8006
MEM 445.417969 1445858258.9010
MEM 459.453125 1445858259.0013
MEM 511.289062 1445858259.1017
MEM 545.289062 1445858259.2020
MEM 545.289062 1445858259.3024
MEM 545.289062 1445858259.4027
MEM 545.289062 1445858259.5031
MEM 545.289062 1445858259.6034
MEM 545.289062 1445858259.7038
MEM 545.289062 1445858259.8042
MEM 545.289062 1445858259.9047
MEM 545.289062 1445858260.0051
MEM 545.289062 1445858260.1055
MEM 545.289062 1445858260.2060
MEM 545.289062 1445858260.3064
MEM 545.289062 1445858260.4069
MEM 461.921875 1445858260.5072
MEM 466.843750 1445858260.6075
MEM 466.843750 1445858260.7079
MEM 466.843750 1445858260.8082
MEM 466.843750 1445858260.9085
MEM 466.843750 1445858261.0088
MEM 480.996094 1445858261.1091
MEM 566.632812 1445858261.2095
MEM 566.632812 1445858261.3098
MEM 566.632812 1445858261.4102
MEM 566.632812 1445858261.5106
MEM 566.632812 1445858261.6110
MEM 566.632812 1445858261.7114
MEM 566.632812 1445858261.8119
MEM 566.632812 1445858261.9125
MEM 566.632812 1445858262.0130
MEM 566.632812 1445858262.1135
MEM 566.632812 1445858262.2140
MEM 566.632812 1445858262.3145
MEM 483.218750 1445858262.4149
MEM 485.843750 1445858262.5152
MEM 488.265625 1445858262.6155
MEM 488.265625 1445858262.7158
MEM 488.265625 1445858262.8162
MEM 488.265625 1445858262.9165
MEM 502.300781 1445858263.0168
MEM 588.136719 1445858263.1173
